problem_id,same_source,luar_avg_score,luar_tru_score,luar_win_score,cisr_avg_score,cisr_tru_score,znorm_score,lex_score
953d5f58-d84a-11ec-bae7-6db9538db276,True,0.39507120847702026,0.39507126808166504,0.2692111134529114,0.15835118293762207,0.22285747528076172,0.7604945056325113,0.4762693750169954
953dd1e0-d84a-11ec-bae7-6db9538db276,True,0.20316928625106812,0.22185081243515015,0.11481887102127075,0.6680258810520172,0.6903909742832184,0.9865161270057671,0.5433168283124745
953dfcd8-d84a-11ec-bae7-6db9538db276,True,0.43556761741638184,0.43556761741638184,0.23677992820739746,0.42690104246139526,0.3407502770423889,0.8975906091684775,1.1691343215052066
953e776c-d84a-11ec-bae7-6db9538db276,True,0.3419116735458374,0.34191185235977173,0.21882325410842896,0.21427547931671143,0.20942449569702148,0.9871199933020975,0.7170655274641591
953ed7ac-d84a-11ec-bae7-6db9538db276,True,0.4102317690849304,0.4102318286895752,0.2894236445426941,0.05304664373397827,0.07624447345733643,1.061122557833073,1.5896101197021681
953edf04-d84a-11ec-bae7-6db9538db276,True,0.39321815967559814,0.3932182192802429,0.24701815843582153,0.12084001302719116,0.13727283477783203,0.9536607878759903,1.0293782071488968
953f2748-d84a-11ec-bae7-6db9538db276,True,0.3610000014305115,0.3610000014305115,0.25919950008392334,0.14156579971313477,0.1588524580001831,1.0923876839773596,0.8312059206038698
953f49ee-d84a-11ec-bae7-6db9538db276,True,0.42802995443344116,0.42802995443344116,0.327026903629303,0.36622154712677,0.36453676223754883,0.9393471657692591,0.8825365189193068
953fcc5c-d84a-11ec-bae7-6db9538db276,True,0.40368378162384033,0.4036838412284851,0.23844563961029053,0.17832070589065552,0.2021229863166809,1.0300466846659042,0.6663132457459309
95401108-d84a-11ec-bae7-6db9538db276,True,0.34297263622283936,0.3429725766181946,0.19866275787353516,0.16655153036117554,0.12777745723724365,1.0283262513663265,1.2763708694660958
9540116c-d84a-11ec-bae7-6db9538db276,True,0.3972211480140686,0.3972211480140686,0.22927284240722656,0.1995100975036621,0.15232622623443604,1.1115202106097608,1.3877922814781234
95404fc4-d84a-11ec-bae7-6db9538db276,True,0.32308733463287354,0.32308727502822876,0.32418525218963623,0.08829963207244873,0.051585257053375244,1.050630369123721,0.9313895827274834
95406784-d84a-11ec-bae7-6db9538db276,True,0.518803745508194,0.518803745508194,0.3856726288795471,0.1880623698234558,0.2198854684829712,0.9161068383011804,0.9178014572917774
9540875a-d84a-11ec-bae7-6db9538db276,True,0.47649115324020386,0.47649121284484863,0.3232017755508423,0.13586574792861938,0.15768897533416748,0.6779458249863937,0.4371595367786647
95408db8-d84a-11ec-bae7-6db9538db276,True,0.4589363932609558,0.4589364528656006,0.3429258465766907,0.743846595287323,0.9497552700340748,0.9656342004774147,0.7720480873019032
9540dbc4-d84a-11ec-bae7-6db9538db276,True,0.3510670065879822,0.3510670065879822,0.2035079002380371,0.2300366759300232,0.22545111179351807,1.01176834745553,1.3733677599506202
95411580-d84a-11ec-bae7-6db9538db276,True,0.41163623332977295,0.4116362929344177,0.25288987159729004,0.3357911705970764,0.3833198547363281,0.8795027248196541,0.5838298486889122
95412688-d84a-11ec-bae7-6db9538db276,True,0.3473021984100342,0.3473021388053894,0.21659499406814575,0.24800163507461548,0.2381758689880371,0.9789411772997926,1.0731667716588837
9541b058-d84a-11ec-bae7-6db9538db276,True,0.47460001707077026,0.4745999574661255,0.29027217626571655,0.19094431400299072,0.21560847759246826,0.9123669688294747,0.9216212830110406
9541b6c0-d84a-11ec-bae7-6db9538db276,True,0.23856103420257568,0.23856103420257568,0.18639320135116577,0.1634749174118042,0.14781975746154785,0.9749996316219954,1.5260014965724442
9541e91a-d84a-11ec-bae7-6db9538db276,True,0.32607805728912354,0.32607805728912354,0.21173661947250366,0.2609785199165344,0.23969441652297974,0.8683673594829651,1.2106871773684809
954220c4-d84a-11ec-bae7-6db9538db276,True,0.3582834005355835,0.3582834005355835,0.2591925859451294,0.9189248532056808,0.8810298889875412,1.0190039935854802,0.6992121902447219
9542407c-d84a-11ec-bae7-6db9538db276,True,0.34699612855911255,0.3469960689544678,0.14033615589141846,0.18429124355316162,0.26297545433044434,0.8789813226559673,0.4295083041429777
9542c3bc-d84a-11ec-bae7-6db9538db276,True,0.6398375928401947,0.6398376524448395,0.47489291429519653,0.6076208651065826,0.621757298707962,0.7323747003532856,0.6430203982947217
9542c68c-d84a-11ec-bae7-6db9538db276,True,0.3611692190170288,0.3611692190170288,0.24546408653259277,0.7819558829069138,0.796571746468544,1.010328845237355,1.0575844952380082
9542ef68-d84a-11ec-bae7-6db9538db276,True,0.5706458687782288,0.5706458985805511,0.336653470993042,0.8270155191421509,0.8373908251523972,0.8277696249798293,0.29786552211664774
954348d2-d84a-11ec-bae7-6db9538db276,True,0.3549666404724121,0.3549667000770569,0.22715938091278076,0.14707309007644653,0.16312545537948608,0.9668604635756436,0.1350878828250458
95436966-d84a-11ec-bae7-6db9538db276,True,0.3766063451766968,0.3766063451766968,0.3077724575996399,0.12373167276382446,0.10030484199523926,0.8758199145201727,0.5323957001194057
9543b4f2-d84a-11ec-bae7-6db9538db276,True,0.5668450593948364,0.5668449997901917,0.31798797845840454,0.15769875049591064,0.2407829761505127,0.7499402687998536,0.5569296090384889
95446474-d84a-11ec-bae7-6db9538db276,True,0.5749552249908447,0.5749551653862,0.2935013175010681,0.836824581027031,0.6656247973442078,0.8209987639914498,0.1801631304387199
9544e962-d84a-11ec-bae7-6db9538db276,True,0.29207390546798706,0.29207390546798706,0.10043364763259888,0.155475914478302,0.13615953922271729,0.8134013438392613,0.4246010025469117
954564c8-d84a-11ec-bae7-6db9538db276,True,0.41301560401916504,0.41301560401916504,0.2998511791229248,0.1011584997177124,0.1375969648361206,0.7634979879886372,0.16090565585423455
95456a22-d84a-11ec-bae7-6db9538db276,True,0.5425733625888824,0.5425732135772705,0.29163503646850586,0.5153276324272156,0.5113976001739502,0.9993082048121236,0.9010896821400018
95459024-d84a-11ec-bae7-6db9538db276,True,0.4493906497955322,0.449390709400177,0.30976712703704834,0.6125046610832214,0.6350474655628204,1.0196042793843711,0.45381389659145455
954648e8-d84a-11ec-bae7-6db9538db276,True,0.07057911157608032,0.15904438495635986,0.05866897106170654,0.09205949306488037,0.10265988111495972,0.5240868530633729,0.26654152807201814
954672f0-d84a-11ec-bae7-6db9538db276,True,0.46390289068222046,0.46390289068222046,0.20980769395828247,0.20120561122894287,0.17028164863586426,1.0098033229503793,0.3013211719198482
954694f6-d84a-11ec-bae7-6db9538db276,True,0.14453864097595215,0.16108942031860352,0.09116142988204956,0.5346039831638336,0.4161800742149353,0.9755327005207671,0.43868491085873307
9546ac02-d84a-11ec-bae7-6db9538db276,True,0.37705856561660767,0.37705856561660767,0.2670750021934509,0.29093122482299805,0.24327993392944336,0.8258212696542289,0.5759103309400626
9546f284-d84a-11ec-bae7-6db9538db276,True,0.49226999282836914,0.4922700524330139,0.3556041717529297,0.27190321683883667,0.3280770778656006,0.845804779010046,0.8925359674068085
954707d8-d84a-11ec-bae7-6db9538db276,True,0.42430686950683594,0.4243069291114807,0.26487821340560913,0.31707870960235596,0.31532442569732666,0.9492734589931252,0.4125595030592718
954738e8-d84a-11ec-bae7-6db9538db276,True,0.34539806842803955,0.3453980088233948,0.27059459686279297,0.42424076795578003,0.46161794662475586,0.8316276496945328,0.5390860644158965
9547b39a-d84a-11ec-bae7-6db9538db276,True,0.4084354043006897,0.4084353446960449,0.23904454708099365,0.2967018485069275,0.2755740284919739,0.9425561024379913,1.2546697819284929
95480cf0-d84a-11ec-bae7-6db9538db276,True,0.4105510115623474,0.4105510711669922,0.26449620723724365,0.3036358952522278,0.3020446300506592,0.9750522167374411,1.5331583763173304
954832fc-d84a-11ec-bae7-6db9538db276,True,0.28510934114456177,0.28510940074920654,0.17349761724472046,0.34487640857696533,0.4423888921737671,0.5253043521472256,0.3293701778683763
954841ca-d84a-11ec-bae7-6db9538db276,True,0.37820565700531006,0.37820565700531006,0.2610436677932739,0.5087257623672485,0.622768223285675,0.7787202217291505,0.4158112160625905
954850de-d84a-11ec-bae7-6db9538db276,True,0.47696149349212646,0.4769614338874817,0.2149447798728943,0.7237270176410675,0.7225371599197388,0.9529160314731137,0.9433447492037361
95486ef2-d84a-11ec-bae7-6db9538db276,True,0.4322884678840637,0.4086098074913025,0.2390134334564209,1.0838971436023712,0.8922581151127815,1.1198018746697433,0.7666689235078614
9548f778-d84a-11ec-bae7-6db9538db276,True,0.3763166069984436,0.3763164281845093,0.23831391334533691,0.365898072719574,0.3753454089164734,0.9791786237023161,1.099024144739833
95494f7a-d84a-11ec-bae7-6db9538db276,True,0.3360157012939453,0.3360157012939453,0.1757553219795227,0.3582662343978882,0.2569291591644287,0.9078966852942613,1.3173118710454492
954a3110-d84a-11ec-bae7-6db9538db276,True,0.5344600975513458,0.5344600975513458,0.20852845907211304,0.3208223581314087,0.21525198221206665,1.0264496424596417,0.8552566380575958
