problem_id,same_source,luar_avg_score,luar_tru_score,luar_win_score,cisr_avg_score,cisr_tru_score,znorm_score,lex_score
11,True,0.1429099440574646,0.19780433177947998,0.07720625400543213,0.030597984790802002,0.2080056071281433,0.8219494192790618,0.5261324751080786
36,True,0.15426236391067505,0.16975253820419312,0.06853663921356201,0.08958679437637329,0.0660216212272644,0.9502938032214505,0.6155660861945678
89,True,0.1177106499671936,0.13437622785568237,0.04118996858596802,0.07354986667633057,0.1275264024734497,0.7221791506649354,0.27318757974566044
156,True,0.22520089149475098,0.28443193435668945,0.1248895525932312,0.10439592599868774,0.09941130876541138,1.0404536778526587,0.5448949287861811
183,True,0.08840781450271606,0.14384406805038452,0.06603449583053589,0.010435760021209717,0.048350512981414795,0.8571428771718586,0.3637235477356001
283,True,0.1588396430015564,0.2097422480583191,0.13070142269134521,0.1655791997909546,0.18113291263580322,0.7102520197850504,1.2385796525875463
296,True,0.15782248973846436,0.21042531728744507,0.12431037425994873,0.12397110462188721,0.15291202068328857,0.8543697796811573,1.1895671699509847
385,True,0.095725417137146,0.12900269031524658,0.051301658153533936,0.022659361362457275,0.01914316415786743,0.6983211213012782,0.7337972434966282
403,True,0.13059914112091064,0.14157390594482422,0.11302310228347778,0.01968592405319214,0.025628387928009033,0.6387664267094697,0.7742208974091663
424,True,0.15885549783706665,0.18815284967422485,0.06531929969787598,0.05225163698196411,0.25398576259613037,0.7945302937407727,0.18218341476324607
560,True,0.10011166334152222,0.11253982782363892,0.05052059888839722,0.056061744689941406,0.03347986936569214,0.833178810576996,0.31143127853981667
604,True,0.1678352952003479,0.27419644594192505,0.08765816688537598,0.09232842922210693,0.32068687677383423,0.7171354676283426,0.11468130182877068
733,True,0.17027533054351807,0.2854756712913513,0.0922585129737854,0.09146404266357422,0.09816747903823853,0.8973843316309694,0.9045305872168913
754,True,0.19803386926651,0.18305671215057373,0.10931998491287231,0.07820016145706177,0.04696202278137207,0.9180897225240018,1.5015446740365577
966,True,0.18049120903015137,0.19671553373336792,0.13245320320129395,0.09414660930633545,0.3248249888420105,0.830432113977532,0.3764806885678429
1051,True,0.17835038900375366,0.2203165888786316,0.12875407934188843,0.030080974102020264,0.03828740119934082,0.8527989970565075,0.7518596300585508
1070,True,0.1796366572380066,0.3103561997413635,0.09907591342926025,0.034596145153045654,0.05446362495422363,1.0473308935139205,1.1038248756450615
1165,True,0.3486671447753906,0.34446847438812256,0.13805460929870605,0.1351795196533203,0.1836085319519043,1.1191891977054904,0.7584857359806071
1166,True,0.25813430547714233,0.27617448568344116,0.1383541226387024,0.07124590873718262,0.29486310482025146,1.0186264695477452,0.5895269899207369
